Alloy_Name,Temp (°C),Strain,Stress_MPa,Specimen_Type
Al6061,100,0.053257773,263.9769328,Uniaxial tension
Al6061,100,0.053476226,263.9918654,Uniaxial tension
Al6061,100,0.053690827,263.9995618,Uniaxial tension
Al6061,100,0.053907799,264.0178882,Uniaxial tension
Al6061,100,0.054118619,264.0370293,Uniaxial tension
Al6061,100,0.054334988,264.0570194,Uniaxial tension
Al6061,100,0.054554155,264.0746265,Uniaxial tension
Al6061,100,0.054772155,264.1010094,Uniaxial tension
Al6061,100,0.054989494,264.1225685,Uniaxial tension
Al6061,100,0.055207527,264.1525234,Uniaxial tension
Al6061,100,0.055427109,264.167032,Uniaxial tension
Al6061,100,0.055646072,264.1775635,Uniaxial tension
Al6061,100,0.055864624,264.2000795,Uniaxial tension
Al6061,100,0.056088331,264.2232414,Uniaxial tension
Al6061,100,0.056307417,264.2393182,Uniaxial tension
Al6061,100,0.056524871,264.2661513,Uniaxial tension
Al6061,100,0.056747654,264.2997649,Uniaxial tension
Al6061,100,0.056960051,264.3068637,Uniaxial tension
Al6061,100,0.057184606,264.3193835,Uniaxial tension
Al6061,100,0.057408435,264.3373008,Uniaxial tension
Al6061,100,0.057629228,264.3675696,Uniaxial tension
Al6061,100,0.057847843,264.3811246,Uniaxial tension
Al6061,100,0.05807186,264.3871589,Uniaxial tension
Al6061,100,0.058293748,264.378051,Uniaxial tension
Al6061,100,0.058524177,264.3822983,Uniaxial tension
Al6061,100,0.058743283,264.4023016,Uniaxial tension
Al6061,100,0.058963214,264.4187292,Uniaxial tension
Al6061,100,0.059182452,264.4261164,Uniaxial tension
Al6061,100,0.059406921,264.4049877,Uniaxial tension
Al6061,100,0.05962818,264.4074603,Uniaxial tension
Al6061,100,0.059856308,264.4296748,Uniaxial tension
Al6061,100,0.060082999,264.4512626,Uniaxial tension
Al6061,100,0.060310612,264.4814042,Uniaxial tension
Al6061,100,0.060540542,264.5122977,Uniaxial tension
Al6061,100,0.060773243,264.5405245,Uniaxial tension
Al6061,100,0.060994923,264.5970505,Uniaxial tension
Al6061,100,0.061228661,264.6223154,Uniaxial tension
Al6061,100,0.061450903,264.6494607,Uniaxial tension
Al6061,100,0.061672476,264.6618855,Uniaxial tension
Al6061,100,0.061906956,264.6561928,Uniaxial tension
Al6061,100,0.062135518,264.6512279,Uniaxial tension
Al6061,100,0.062363268,264.6542678,Uniaxial tension
Al6061,100,0.062599645,264.6768353,Uniaxial tension
Al6061,100,0.062828938,264.6867107,Uniaxial tension
Al6061,100,0.063063082,264.6807519,Uniaxial tension
Al6061,100,0.063300559,264.7096346,Uniaxial tension
Al6061,100,0.06353228,264.7342976,Uniaxial tension
Al6061,100,0.063765898,264.7570897,Uniaxial tension
Al6061,100,0.064001211,264.7511077,Uniaxial tension
Al6061,100,0.064237369,264.733347,Uniaxial tension
Al6061,100,0.064473353,264.7275937,Uniaxial tension
Al6061,100,0.064704667,264.7157541,Uniaxial tension
Al6061,100,0.064942178,264.6899347,Uniaxial tension
Al6061,100,0.065170323,264.6518712,Uniaxial tension
Al6061,100,0.065395399,264.6251845,Uniaxial tension
Al6061,100,0.065627373,264.6203902,Uniaxial tension
Al6061,100,0.065862017,264.6209633,Uniaxial tension
Al6061,100,0.06609665,264.6335523,Uniaxial tension
Al6061,100,0.066335443,264.6504133,Uniaxial tension
Al6061,100,0.066569936,264.6687008,Uniaxial tension
Al6061,100,0.066811385,264.6987536,Uniaxial tension
Al6061,100,0.067051951,264.6986669,Uniaxial tension
Al6061,100,0.067290668,264.6898387,Uniaxial tension
Al6061,100,0.067526498,264.6598224,Uniaxial tension
Al6061,100,0.06775923,264.6361706,Uniaxial tension
Al6061,100,0.067991761,264.6175304,Uniaxial tension
Al6061,100,0.068222178,264.604258,Uniaxial tension
Al6061,100,0.068455548,264.5908676,Uniaxial tension
Al6061,100,0.068692745,264.580546,Uniaxial tension
Al6061,100,0.06892493,264.577769,Uniaxial tension
Al6061,100,0.069166263,264.6025735,Uniaxial tension
Al6061,100,0.069409251,264.6145143,Uniaxial tension
Al6061,100,0.069653589,264.6314718,Uniaxial tension
Al6061,100,0.069883598,264.6338084,Uniaxial tension
Al6061,100,0.070125727,264.6346895,Uniaxial tension
Al6061,100,0.070371395,264.6412104,Uniaxial tension
Al6061,100,0.070619434,264.6442091,Uniaxial tension
Al6061,100,0.070862093,264.6361227,Uniaxial tension
Al6061,100,0.071106426,264.6293731,Uniaxial tension
Al6061,100,0.071352053,264.622202,Uniaxial tension
Al6061,100,0.071618344,264.6164184,Uniaxial tension
Al6061,100,0.07186846,264.5945808,Uniaxial tension
Al6061,100,0.072118529,264.5810161,Uniaxial tension
Al6061,100,0.072364661,264.5791742,Uniaxial tension
Al6061,100,0.072612528,264.545515,Uniaxial tension
Al6061,100,0.072866428,264.5206577,Uniaxial tension
Al6061,100,0.07311691,264.4990983,Uniaxial tension
Al6061,100,0.073369286,264.4753083,Uniaxial tension
Al6061,100,0.073619821,264.4582703,Uniaxial tension
Al6061,100,0.07387099,264.432628,Uniaxial tension
Al6061,100,0.074126938,264.3979256,Uniaxial tension
Al6061,100,0.074377922,264.3812489,Uniaxial tension
Al6061,100,0.074626787,264.3407664,Uniaxial tension
Al6061,100,0.074880947,264.293108,Uniaxial tension
Al6061,100,0.075129653,264.2333804,Uniaxial tension
Al6061,100,0.075382869,264.1992826,Uniaxial tension
Al6061,100,0.075636298,264.1743933,Uniaxial tension
Al6061,100,0.075888946,264.1256765,Uniaxial tension
Al6061,100,0.076138756,264.0847608,Uniaxial tension
Al6061,100,0.076393776,264.0470346,Uniaxial tension
Al6061,100,0.076639434,264.0326229,Uniaxial tension
Al6061,100,0.076890304,264.0391597,Uniaxial tension
Al6061,100,0.077139094,264.0126893,Uniaxial tension
Al6061,100,0.077389839,263.9613476,Uniaxial tension
Al6061,100,0.077640155,263.9235542,Uniaxial tension
Al6061,100,0.077899713,263.9003995,Uniaxial tension
Al6061,100,0.078146403,263.8816007,Uniaxial tension
Al6061,100,0.078403459,263.796965,Uniaxial tension
Al6061,100,0.078652556,263.723037,Uniaxial tension
Al6061,100,0.078901719,263.666045,Uniaxial tension
Al6061,100,0.079147062,263.6256015,Uniaxial tension
Al6061,100,0.079396919,263.6030816,Uniaxial tension
Al6061,100,0.079647681,263.5630285,Uniaxial tension
Al6061,100,0.079901751,263.528055,Uniaxial tension
Al6061,100,0.080153116,263.5137838,Uniaxial tension
Al6061,100,0.080412551,263.4859685,Uniaxial tension
Al6061,100,0.080676114,263.457914,Uniaxial tension
Al6061,100,0.080944701,263.4142861,Uniaxial tension
