Alloy_Name,Temp (°C),Strain,Stress_MPa,Specimen_Type
Al6061,300,0.060885813,69.54835431,Uniaxial tension
Al6061,300,0.062092436,69.30416746,Uniaxial tension
Al6061,300,0.063308514,69.04119347,Uniaxial tension
Al6061,300,0.064532334,68.82079744,Uniaxial tension
Al6061,300,0.065761728,68.55762097,Uniaxial tension
Al6061,300,0.066990316,68.31124448,Uniaxial tension
Al6061,300,0.068233468,68.08913968,Uniaxial tension
Al6061,300,0.069491972,67.84686531,Uniaxial tension
Al6061,300,0.070743027,67.5369812,Uniaxial tension
Al6061,300,0.072001427,67.30241536,Uniaxial tension
Al6061,300,0.073257685,67.04991619,Uniaxial tension
Al6061,300,0.074523566,66.81879195,Uniaxial tension
Al6061,300,0.075800358,66.58726957,Uniaxial tension
Al6061,300,0.077077494,66.35957718,Uniaxial tension
Al6061,300,0.078362905,66.11599001,Uniaxial tension
Al6061,300,0.079660954,65.94186549,Uniaxial tension
Al6061,300,0.080963907,65.71286913,Uniaxial tension
Al6061,300,0.082272121,65.48075053,Uniaxial tension
Al6061,300,0.08358698,65.25104483,Uniaxial tension
Al6061,300,0.084906582,65.02115526,Uniaxial tension
Al6061,300,0.086228783,64.75696741,Uniaxial tension
Al6061,300,0.087540507,64.51326505,Uniaxial tension
Al6061,300,0.088858931,64.28666014,Uniaxial tension
Al6061,300,0.09019309,64.06006264,Uniaxial tension
Al6061,300,0.091528557,63.84913304,Uniaxial tension
Al6061,300,0.092870225,63.62715855,Uniaxial tension
Al6061,300,0.094213682,63.37929846,Uniaxial tension
Al6061,300,0.095541453,63.16275182,Uniaxial tension
Al6061,300,0.09689146,62.93795573,Uniaxial tension
Al6061,300,0.098241702,62.68785891,Uniaxial tension
Al6061,300,0.099593113,62.44911218,Uniaxial tension
Al6061,300,0.100958447,62.20174259,Uniaxial tension
Al6061,300,0.102322469,61.94290726,Uniaxial tension
Al6061,300,0.103696975,61.72178157,Uniaxial tension
Al6061,300,0.105102808,61.49926238,Uniaxial tension
Al6061,300,0.106514906,61.25461671,Uniaxial tension
Al6061,300,0.107929023,61.03238177,Uniaxial tension
Al6061,300,0.1093505,60.78978078,Uniaxial tension
Al6061,300,0.110780343,60.55480449,Uniaxial tension
Al6061,300,0.112221581,60.32850604,Uniaxial tension
Al6061,300,0.113664317,60.08030547,Uniaxial tension
Al6061,300,0.115118348,59.8358892,Uniaxial tension
Al6061,300,0.116562375,59.59944963,Uniaxial tension
Al6061,300,0.118016558,59.33604754,Uniaxial tension
Al6061,300,0.119477947,59.0765172,Uniaxial tension
Al6061,300,0.120935279,58.82628251,Uniaxial tension
Al6061,300,0.122392025,58.57847789,Uniaxial tension
Al6061,300,0.123861947,58.33069627,Uniaxial tension
Al6061,300,0.125343123,58.06056569,Uniaxial tension
Al6061,300,0.126837222,57.79570789,Uniaxial tension
Al6061,300,0.128352421,57.54941728,Uniaxial tension
Al6061,300,0.129871972,57.28908055,Uniaxial tension
Al6061,300,0.131397939,57.01398426,Uniaxial tension
Al6061,300,0.132922066,56.70839637,Uniaxial tension
Al6061,300,0.134454981,56.42660166,Uniaxial tension
Al6061,300,0.135984871,56.1423802,Uniaxial tension
Al6061,300,0.137531968,55.85535147,Uniaxial tension
Al6061,300,0.139080148,55.55574162,Uniaxial tension
Al6061,300,0.140632647,55.25790765,Uniaxial tension
Al6061,300,0.142214697,54.95585812,Uniaxial tension
Al6061,300,0.143815992,54.6675823,Uniaxial tension
Al6061,300,0.145432662,54.3440655,Uniaxial tension
Al6061,300,0.147051535,54.00485906,Uniaxial tension
Al6061,300,0.148683677,53.66592726,Uniaxial tension
Al6061,300,0.150316411,53.30445393,Uniaxial tension
Al6061,300,0.151956088,52.95091035,Uniaxial tension
Al6061,300,0.153591957,52.58417967,Uniaxial tension
Al6061,300,0.155249137,52.20494351,Uniaxial tension
Al6061,300,0.15688627,51.82419177,Uniaxial tension
Al6061,300,0.158525712,51.44724891,Uniaxial tension
Al6061,300,0.160165985,51.05375645,Uniaxial tension
Al6061,300,0.16179555,50.62799951,Uniaxial tension
Al6061,300,0.163424446,50.19491739,Uniaxial tension
Al6061,300,0.165052924,49.75931776,Uniaxial tension
Al6061,300,0.166665936,49.30718929,Uniaxial tension
Al6061,300,0.168249068,48.82629124,Uniaxial tension
Al6061,300,0.169821029,48.34507633,Uniaxial tension
Al6061,300,0.171406145,47.84368916,Uniaxial tension
Al6061,300,0.172990326,47.35473199,Uniaxial tension
Al6061,300,0.17455018,46.84051948,Uniaxial tension
Al6061,300,0.176108015,46.27798983,Uniaxial tension
Al6061,300,0.177647096,45.7012825,Uniaxial tension
Al6061,300,0.179236471,45.11170257,Uniaxial tension
Al6061,300,0.180838246,44.50275062,Uniaxial tension
Al6061,300,0.18239375,43.86335923,Uniaxial tension
Al6061,300,0.183924582,43.20099194,Uniaxial tension
Al6061,300,0.185470488,42.48485069,Uniaxial tension
Al6061,300,0.186983304,41.78726166,Uniaxial tension
Al6061,300,0.188484744,41.06844911,Uniaxial tension
Al6061,300,0.18993891,40.31931593,Uniaxial tension
Al6061,300,0.191362134,39.52023296,Uniaxial tension
Al6061,300,0.192798283,38.70018692,Uniaxial tension
Al6061,300,0.194251172,37.84988864,Uniaxial tension
Al6061,300,0.19565712,36.96806358,Uniaxial tension
Al6061,300,0.197076644,36.00316888,Uniaxial tension
Al6061,300,0.198481941,35.01548293,Uniaxial tension
Al6061,300,0.199915396,33.96151547,Uniaxial tension
Al6061,300,0.201311513,32.85906702,Uniaxial tension
Al6061,300,0.202707162,31.68452196,Uniaxial tension
Al6061,300,0.204086516,30.37510455,Uniaxial tension
Al6061,300,0.204794096,29.76018253,Uniaxial tension
Al6061,300,0.205480983,29.13877607,Uniaxial tension
Al6061,300,0.206184327,28.44441026,Uniaxial tension
Al6061,300,0.206185327,0,Uniaxial tension
